,Module,Group,Quota,No. ofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
18,BHT4001B,LECTURE ZB,500,5,1,1,1,SCHOOL OF BUSINESS,Returning Students [P]
19,BHT4001C,LECTURE ZC,500,3,1,1,1,SCHOOL OF BUSINESS,Returning Students [P]
20,BN3402,LECTURE 1,25,27,1,555,4335,ENGINEERING,Returning Students [P]
21,BN4301,LECTURE 1,40,38,1,1,4277,ENGINEERING,Returning Students [P]
22,BN4403,LECTURE 1,50,29,1,1,3000,ENGINEERING,Returning Students [P]
23,BN4406,LECTURE 1,40,9,1,1,2001,ENGINEERING,Returning Students [P]
24,BSP1004,SECTIONAL TEACHING D1,3,8,206,1500,4511,ENGINEERING,Returning Students [P]
25,BSP1004,SECTIONAL TEACHING D1,2,4,52,545,1577,SCHOOL OF COMPUTING,Returning Students [P]
26,BSP1004,SECTIONAL TEACHING D1,9,11,20,51,501,SCHOOL OF BUSINESS,Returning Students [P]
27,BSP1004,SECTIONAL TEACHING D2,3,6,11,2000,2500,ENGINEERING,Returning Students [P]
28,BSP1004,SECTIONAL TEACHING D2,1,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
29,BSP1004,SECTIONAL TEACHING D3,3,5,100,500,850,ENGINEERING,Returning Students [P]
30,BSP1004,SECTIONAL TEACHING D3,1,1,101,1,101,SCHOOL OF COMPUTING,Returning Students [P]
31,BSP1004,SECTIONAL TEACHING D3,18,15,1,1,500,SCHOOL OF BUSINESS,Returning Students [P]
32,BSP1004,SECTIONAL TEACHING D4,3,6,23,2000,2281,ENGINEERING,Returning Students [P]
33,BSP1004,SECTIONAL TEACHING D4,2,2,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
34,BSP1004,SECTIONAL TEACHING D4,20,4,1,1,800,SCHOOL OF BUSINESS,Returning Students [P]
35,BSP1004,SECTIONAL TEACHING D5,3,6,250,2279,4000,ENGINEERING,Returning Students [P]
36,BSP1004,SECTIONAL TEACHING D5,1,1,10,1,10,SCHOOL OF COMPUTING,Returning Students [P]
37,BSP1004,SECTIONAL TEACHING D5,18,4,20,1,300,SCHOOL OF BUSINESS,Returning Students [P]
38,BSP1005A,LECTURE E1,8,14,100,600,3900,ENGINEERING,Returning Students [P]
39,BSP1005A,LECTURE E1,9,12,101,401,1500,SCHOOL OF BUSINESS,Returning Students [P]
40,BSP1005B,LECTURE E2,7,6,1,1,1000,ENGINEERING,Returning Students [P]
41,BSP1005B,LECTURE E2,9,4,1,1,30,SCHOOL OF BUSINESS,Returning Students [P]
42,BSP2001,LECTURE A1,120,153,1,138,815,SCHOOL OF BUSINESS,Returning Students [P]
43,BSP2001,LECTURE A2,130,157,10,300,693,SCHOOL OF BUSINESS,Returning Students [P]
44,BSP2005,LECTURE E,16,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
45,BSP2005,LECTURE E,55,83,1,800,1715,SCHOOL OF BUSINESS,Returning Students [P]
46,BSP3001A,SECTIONAL TEACHING A1,38,46,1,436,1222,SCHOOL OF BUSINESS,Returning Students [P]
47,BSP3001A,SECTIONAL TEACHING A2,38,43,10,190,1179,SCHOOL OF BUSINESS,Returning Students [P]
48,BSP3001A,SECTIONAL TEACHING A3,39,24,1,1,500,SCHOOL OF BUSINESS,Returning Students [P]
49,BSP3001B,SECTIONAL TEACHING A4,35,37,1,68,1501,SCHOOL OF BUSINESS,Returning Students [P]
50,BSP3001B,SECTIONAL TEACHING A5,35,40,1,23,1102,SCHOOL OF BUSINESS,Returning Students [P]
51,BSP4513,SECTIONAL TEACHING C,15,27,500,855,1599,SCHOOL OF BUSINESS,Returning Students [P]
52,BU3180,LECTURE 1,70,47,1,1,1200,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
53,BU3181,LECTURE 1,70,46,1,1,1293,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
54,BU3380,LECTURE 1,70,39,1,1,1200,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
55,BU3491,LECTURE 1,35,4,1,1,200,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
56,BU4380,LECTURE 1,120,62,1,1,2500,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
57,BU4391,LECTURE 1,25,3,1,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
58,BU4480,LECTURE 1,150,75,1,1,2100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
59,BU4490,LECTURE 1,50,3,1,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
60,CE2134,LECTURE 1,145,100,1,1,1000,ENGINEERING,Returning Students [P]
61,CE2155,LECTURE 1,145,75,1,1,200,ENGINEERING,Returning Students [P]
62,CE2184,LECTURE 1,145,67,1,1,200,ENGINEERING,Returning Students [P]
63,CE2407,LECTURE 1,145,86,1,1,500,ENGINEERING,Returning Students [P]
64,CE2408,LECTURE 1,145,39,1,1,200,ENGINEERING,Returning Students [P]
65,CE3101,LECTURE 1,50,40,1,1,1500,ENGINEERING,Returning Students [P]
66,CE3115,LECTURE 1,180,70,1,1,101,ENGINEERING,Returning Students [P]
67,CE3121,LECTURE 1,180,65,1,1,101,ENGINEERING,Returning Students [P]
68,CE3165,LECTURE 1,135,33,1,1,3029,ENGINEERING,Returning Students [P]
69,CE4103,LECTURE 1,250,97,1,1,1000,ENGINEERING,Returning Students [P]
70,CE4104,LECTURE 1,200,101,1,1,1000,ENGINEERING,Returning Students [P]
71,CE4257,LECTURE 1,48,9,1,1,1000,ENGINEERING,Returning Students [P]
72,CE5101,LECTURE 1,24,6,1,1,1000,ENGINEERING,Returning Students [P]
73,CE5104,LECTURE 1,24,11,1,1,503,ENGINEERING,Returning Students [P]
74,CE5105,LECTURE 1,18,3,1,1,4,ENGINEERING,Returning Students [P]
75,CE5203,LECTURE 1,18,5,1,1,501,ENGINEERING,Returning Students [P]
76,CE5205,LECTURE 1,18,33,1,3000,4200,ENGINEERING,Returning Students [P]
77,CE5307,LECTURE 1,30,18,1,1,1000,ENGINEERING,Returning Students [P]
78,CE5509,LECTURE 1,24,11,1,1,4000,ENGINEERING,Returning Students [P]
79,CE5514,LECTURE 1,18,3,1,1,100,ENGINEERING,Returning Students [P]
80,CE5604,LECTURE 1,24,16,1,1,1000,ENGINEERING,Returning Students [P]
81,CE5703,LECTURE 1,18,12,1,1,4000,ENGINEERING,Returning Students [P]
82,CE5712,LECTURE 1,30,5,1,1,500,ENGINEERING,Returning Students [P]
83,CE5804,LECTURE 1,18,25,1,1400,4500,ENGINEERING,Returning Students [P]
84,CH1101E,LECTURE 1,40,4,1,1,100,ARTS & SOCIAL SCIENCES,Returning Students [P]
85,CH2121,LECTURE 1,30,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
86,CH2225,LECTURE 1,20,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
87,CH2227,LECTURE 1,30,6,10,1,707,ARTS & SOCIAL SCIENCES,Returning Students [P]
88,CH2271,LECTURE 1,58,3,1,1,11,ARTS & SOCIAL SCIENCES,Returning Students [P]
89,CH2292A,LECTURE 1,50,1,1000,1,1000,ARTS & SOCIAL SCIENCES,Returning Students [P]
90,CH3221,SECTIONAL TEACHING 1,40,1,707,1,707,ARTS & SOCIAL SCIENCES,Returning Students [P]
91,CH3246,LECTURE 1,30,12,1,1,1000,ARTS & SOCIAL SCIENCES,Returning Students [P]
92,CH3253,SECTIONAL TEACHING 1,35,7,1,1,707,ARTS & SOCIAL SCIENCES,Returning Students [P]
93,CH4225,SECTIONAL TEACHING 1,30,9,1,1,200,ARTS & SOCIAL SCIENCES,Returning Students [P]
94,CH4242,SECTIONAL TEACHING 1,40,12,1,1,1000,ARTS & SOCIAL SCIENCES,Returning Students [P]
95,CH4245,SECTIONAL TEACHING 1,38,5,1,1,200,ARTS & SOCIAL SCIENCES,Returning Students [P]
96,CH4246,SECTIONAL TEACHING 1,30,6,1,1,500,ARTS & SOCIAL SCIENCES,Returning Students [P]
97,CH4281,SECTIONAL TEACHING 1,30,3,10,1,500,ARTS & SOCIAL SCIENCES,Returning Students [P]
98,CH5210,SECTIONAL TEACHING 1,18,7,1,1,1000,ARTS & SOCIAL SCIENCES,Returning Students [P]
99,CH5211,SECTIONAL TEACHING 1,15,3,1,1,1000,ARTS & SOCIAL SCIENCES,Returning Students [P]
100,CH5212,SECTIONAL TEACHING 1,15,2,1,1,200,ARTS & SOCIAL SCIENCES,Returning Students [P]
101,CH5213,SECTIONAL TEACHING 1,10,4,1,1,1000,ARTS & SOCIAL SCIENCES,Returning Students [P]
102,CH5222,SECTIONAL TEACHING 1,18,1,50,1,50,ARTS & SOCIAL SCIENCES,Returning Students [P]
103,CL1101E,LECTURE 1,50,10,1,1,200,ARTS & SOCIAL SCIENCES,Returning Students [P]
104,CL2121,LECTURE 1,15,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
105,CL2206,LECTURE 1,37,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
106,CL2207,LECTURE 1,29,4,20,1,100,ARTS & SOCIAL SCIENCES,Returning Students [P]
107,CL2208,LECTURE 1,42,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
108,CL2280,LECTURE 1,55,3,50,1,999,ARTS & SOCIAL SCIENCES,Returning Students [P]
109,CL3202,LECTURE 1,25,3,1,1,20,ARTS & SOCIAL SCIENCES,Returning Students [P]
110,CL3204,LECTURE 1,30,2,9,1,10,ARTS & SOCIAL SCIENCES,Returning Students [P]
111,CL3205,LECTURE 1,40,5,1,1,50,ARTS & SOCIAL SCIENCES,Returning Students [P]
112,CL3221,SECTIONAL TEACHING 1,15,4,9,1,419,ARTS & SOCIAL SCIENCES,Returning Students [P]
113,CM1101,LECTURE SL1,40,7,1,1,288,SCIENCE,Returning Students [P]
114,CM1111,LECTURE SL1,10,18,1,261,806,SCIENCE,Returning Students [P]
115,CM1417,LECTURE SL1,10,10,1,1,1050,SCIENCE,Returning Students [P]
116,CM1501,LECTURE L,360,295,1,1,300,ENGINEERING,Returning Students [P]
117,CM2101,LECTURE SL1,25,10,1,1,200,SCIENCE,Returning Students [P]
118,CM2111,LECTURE SL1,180,96,1,1,850,SCIENCE,Returning Students [P]
119,CM2121,LECTURE SL1,180,198,1,25,1800,SCIENCE,Returning Students [P]
120,CM2132,LECTURE SL1,180,108,1,1,700,SCIENCE,Returning Students [P]
121,CM2142,LECTURE SL1,180,139,1,1,1825,SCIENCE,Returning Students [P]
122,CM2161,LECTURE SL1,30,1,1,1,1,SCIENCE,Returning Students [P]
123,CM2165,LECTURE SL1,10,1,1,1,1,SCIENCE,Returning Students [P]
124,CM2263,LECTURE SL1,10,1,1,1,1,SCIENCE,Returning Students [P]
125,CM3212,LECTURE SL1,230,160,1,1,1000,SCIENCE,Returning Students [P]
126,CM3221,LECTURE SL1,215,202,1,1,2000,SCIENCE,Returning Students [P]
127,CM3222,LECTURE SL1,170,99,1,1,1977,SCIENCE,Returning Students [P]
128,CM3241,LECTURE SL1,305,202,1,1,1000,SCIENCE,Returning Students [P]
129,CM3291,LECTURE SL1,100,109,1,300,1989,SCIENCE,Returning Students [P]
130,CM3292,LECTURE SL1,150,137,1,1,1721,SCIENCE,Returning Students [P]
131,CM4214,LECTURE SL1,64,37,1,1,2516,SCIENCE,Returning Students [P]
132,CM4223,LECTURE SL1,61,28,1,1,1500,SCIENCE,Returning Students [P]
133,CM4236,LECTURE SL1,64,66,1,2,2400,SCIENCE,Returning Students [P]
134,CM4241,LECTURE SL1,54,36,1,1,3382,SCIENCE,Returning Students [P]
135,CM4261,LECTURE SL1,64,32,1,1,2000,SCIENCE,Returning Students [P]
136,CM4266,LECTURE SL1,30,4,1,1,500,SCIENCE,Returning Students [P]
137,CN1111E,LECTURE 1,60,0,0,0,0,ENGINEERING,Returning Students [P]
138,CN2121,LECTURE L,340,266,1,1,1000,ENGINEERING,Returning Students [P]
139,CN2122,LECTURE L,370,335,1,1,201,ENGINEERING,Returning Students [P]
140,CN3108,SECTIONAL TEACHING 1,37,11,1,1,50,ENGINEERING,Returning Students [P]
141,CN3108,SECTIONAL TEACHING 2,37,11,1,1,2000,ENGINEERING,Returning Students [P]
142,CN3108,SECTIONAL TEACHING 3,37,53,1,500,2300,ENGINEERING,Returning Students [P]
143,CN3108,SECTIONAL TEACHING 4,37,51,2,502,3012,ENGINEERING,Returning Students [P]
144,CN3108,SECTIONAL TEACHING 5,37,52,1,487,2200,ENGINEERING,Returning Students [P]
145,CN3108,SECTIONAL TEACHING 6,37,47,1,400,3809,ENGINEERING,Returning Students [P]
146,CN3108,SECTIONAL TEACHING 7,37,16,1,1,999,ENGINEERING,Returning Students [P]
147,CN3108,SECTIONAL TEACHING 8,37,14,1,1,401,ENGINEERING,Returning Students [P]
148,CN3122,LECTURE L,300,253,1,1,401,ENGINEERING,Returning Students [P]
149,CN3125,LECTURE L,300,249,1,1,311,ENGINEERING,Returning Students [P]
150,CN3421,LECTURE L,300,261,1,1,401,ENGINEERING,Returning Students [P]
151,CN4118,LECTURE 1,250,162,1,1,666,ENGINEERING,Returning Students [P]
152,CN4119,LECTURE L1,450,444,1,1,3000,ENGINEERING,Returning Students [P]
153,CN4208,LECTURE L,70,35,1,1,2000,ENGINEERING,Returning Students [P]
154,CN4210,LECTURE L,100,54,1,1,2445,ENGINEERING,Returning Students [P]
155,CN4211,LECTURE L,100,26,1,1,3000,ENGINEERING,Returning Students [P]
156,CN4215,LECTURE L,150,79,1,1,4888,ENGINEERING,Returning Students [P]
157,CN4216,LECTURE L,80,27,1,1,999,ENGINEERING,Returning Students [P]
158,CN4217,LECTURE L,80,25,1,1,500,ENGINEERING,Returning Students [P]
159,CN4227,LECTURE L,80,64,1,1,2000,ENGINEERING,Returning Students [P]
160,CN4245,LECTURE L,80,63,1,1,3000,ENGINEERING,Returning Students [P]
161,CN4247,LECTURE L,48,42,1,1,2001,ENGINEERING,Returning Students [P]
162,CN5111,LECTURE L,80,20,1,1,1000,ENGINEERING,Returning Students [P]
163,CS1101C,LECTURE 1,7,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
164,CS1101C,LECTURE 2,7,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
165,CS1101S,LECTURE 1,15,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
166,CS1101S,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
167,CS1101X,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
168,CS1101X,LECTURE 1,2,2,1,1,350,SCHOOL OF COMPUTING,Returning Students [P]
169,CS1101X,LECTURE 2,5,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
170,CS1101X,LECTURE 3,5,0,0,0,0,SCIENCE,Returning Students [P]
171,CS1101X,LECTURE 3,3,1,500,1,500,SCHOOL OF COMPUTING,Returning Students [P]
172,CS1101Y,LECTURE 1,3,1,6,1,6,SCHOOL OF COMPUTING,Returning Students [P]
173,CS1101Y,LECTURE 2,3,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
174,CS1101Y,LECTURE 2,3,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
175,CS1101Y,LECTURE 3,5,0,0,0,0,SCIENCE,Returning Students [P]
176,CS1101Y,LECTURE 3,3,1,300,1,300,SCHOOL OF COMPUTING,Returning Students [P]
177,CS1101Z,LECTURE 1,5,0,0,0,0,SCIENCE,Returning Students [P]
178,CS1101Z,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
179,CS1101Z,LECTURE 2,3,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
180,CS1101Z,LECTURE 3,3,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
181,CS1101Z,LECTURE 3,3,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
182,CS1102,LECTURE 1,7,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
183,CS1102,LECTURE 1,35,18,1,1,500,SCIENCE,Returning Students [P]
184,CS1102,LECTURE 1,30,37,1,50,1839,SCHOOL OF COMPUTING,Returning Students [P]
185,CS1102C,LECTURE 1,7,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
186,CS1105,LECTURE 1,50,28,1,1,500,SCHOOL OF COMPUTING,Returning Students [P]
187,CS1231X,LECTURE 1,80,19,1,1,101,SCHOOL OF COMPUTING,Returning Students [P]
188,CS1231Y,LECTURE 1,50,18,1,1,300,SCHOOL OF COMPUTING,Returning Students [P]
189,CS1280,LECTURE 1,150,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
190,CS1281,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
191,CS2100,LECTURE 1,103,28,1,1,313,SCHOOL OF COMPUTING,Returning Students [P]
192,CS2102,LECTURE 1,7,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
193,CS2102,LECTURE 1,20,16,1,1,1029,ENGINEERING,Returning Students [P]
194,CS2102,LECTURE 1,55,62,1,100,1500,SCHOOL OF COMPUTING,Returning Students [P]
195,CS2102,LECTURE 2,7,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
196,CS2102,LECTURE 2,20,8,1,1,1000,ENGINEERING,Returning Students [P]
197,CS2102,LECTURE 2,50,47,1,1,650,SCHOOL OF COMPUTING,Returning Students [P]
198,CS2102S,LECTURE 1,85,50,1,1,800,SCHOOL OF COMPUTING,Returning Students [P]
199,CS2102S,LECTURE 2,7,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
200,CS2102S,LECTURE 2,90,34,1,1,600,SCHOOL OF COMPUTING,Returning Students [P]
201,CS2103,LECTURE 1,25,26,1,11,2900,ENGINEERING,Returning Students [P]
202,CS2103,LECTURE 1,120,65,1,1,982,SCHOOL OF COMPUTING,Returning Students [P]
203,CS2103,LECTURE 2,25,12,1,1,600,ENGINEERING,Returning Students [P]
204,CS2103,LECTURE 2,120,42,1,1,500,SCHOOL OF COMPUTING,Returning Students [P]
205,CS2104,LECTURE 1,80,18,1,1,2500,SCHOOL OF COMPUTING,Returning Students [P]
206,CS2105,LECTURE 1,145,67,1,1,500,SCHOOL OF COMPUTING,Returning Students [P]
207,CS2105,LECTURE 2,140,105,1,1,800,SCHOOL OF COMPUTING,Returning Students [P]
208,CS2106,LECTURE 1,60,13,2,1,1000,ENGINEERING,Returning Students [P]
209,CS2106,LECTURE 1,125,101,1,1,1014,SCHOOL OF COMPUTING,Returning Students [P]
210,CS2250,LECTURE 1,180,50,1,1,1234,SCHOOL OF COMPUTING,Returning Students [P]
211,CS2261,LECTURE 1,180,72,1,1,1000,SCHOOL OF COMPUTING,Returning Students [P]
212,CS2271,LECTURE 1,90,24,1,1,1000,SCHOOL OF COMPUTING,Returning Students [P]
213,CS2301,LECTURE 1,200,159,1,1,2063,SCHOOL OF COMPUTING,Returning Students [P]
214,CS3103,LECTURE 1,80,61,1,1,1300,SCHOOL OF COMPUTING,Returning Students [P]
215,CS3212,LECTURE 1,180,133,1,1,1984,SCHOOL OF COMPUTING,Returning Students [P]
216,CS3214,LECTURE 1,140,88,1,1,2429,SCHOOL OF COMPUTING,Returning Students [P]
217,CS3215,LECTURE 1,110,40,1,1,1000,SCHOOL OF COMPUTING,Returning Students [P]
218,CS3220,LECTURE 1,148,65,1,1,800,SCHOOL OF COMPUTING,Returning Students [P]
219,CS3230,LECTURE 1,20,3,1,1,105,SCIENCE,Returning Students [P]
220,CS3230,LECTURE 1,20,0,0,0,0,ENGINEERING,Returning Students [P]
221,CS3230,LECTURE 1,100,58,1,1,1001,SCHOOL OF COMPUTING,Returning Students [P]
222,CS3233,LECTURE 1,15,2,1,1,2000,ENGINEERING,Returning Students [P]
223,CS3233,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
224,CS3234,LECTURE 1,100,30,1,1,1000,SCHOOL OF COMPUTING,Returning Students [P]
225,CS3235,LECTURE 1,120,76,1,1,1000,SCHOOL OF COMPUTING,Returning Students [P]
226,CS3240,LECTURE 1,50,29,1,1,2000,ENGINEERING,Returning Students [P]
227,CS3240,LECTURE 1,70,65,1,1,1001,SCHOOL OF COMPUTING,Returning Students [P]
228,CS3241,LECTURE 1,30,14,1,1,1010,ENGINEERING,Returning Students [P]
229,CS3241,LECTURE 1,68,36,1,1,888,SCHOOL OF COMPUTING,Returning Students [P]
230,CS3243,LECTURE 1,30,8,1,1,1000,ENGINEERING,Returning Students [P]
231,CS3243,LECTURE 1,130,34,1,1,2000,SCHOOL OF COMPUTING,Returning Students [P]
232,CS3250,LECTURE 1,125,14,1,1,511,SCHOOL OF COMPUTING,Returning Students [P]
233,CS3251,LECTURE 1,125,109,1,1,3251,SCHOOL OF COMPUTING,Returning Students [P]
234,CS3253,LECTURE 1,135,55,1,1,1000,SCHOOL OF COMPUTING,Returning Students [P]
235,CS3255,LECTURE 1,135,96,1,1,4309,SCHOOL OF COMPUTING,Returning Students [P]
236,CS3265,LECTURE 1,115,46,1,1,1000,SCHOOL OF COMPUTING,Returning Students [P]
237,CS3266,LECTURE 1,105,130,30,411,3338,SCHOOL OF COMPUTING,Returning Students [P]
238,CS3342,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
239,CS3342,LECTURE 1,29,9,1,1,500,SCHOOL OF COMPUTING,Returning Students [P]
240,CS4211,LECTURE 1,45,32,1,1,1000,SCHOOL OF COMPUTING,Returning Students [P]
241,CS4212,LECTURE 1,45,32,1,1,1111,SCHOOL OF COMPUTING,Returning Students [P]
242,CS4213,LECTURE 1,45,30,1,1,1001,SCHOOL OF COMPUTING,Returning Students [P]
243,CS4221,LECTURE 1,80,34,1,1,2000,SCHOOL OF COMPUTING,Returning Students [P]
244,CS4222,LECTURE 1,35,18,1,1,1498,SCHOOL OF COMPUTING,Returning Students [P]
245,CS4237,LECTURE 1,65,12,1,1,500,SCHOOL OF COMPUTING,Returning Students [P]
246,CS4243,LECTURE 1,65,23,1,1,1001,SCHOOL OF COMPUTING,Returning Students [P]
247,CS4250,LECTURE 1,68,15,1,1,2000,SCHOOL OF COMPUTING,Returning Students [P]
248,CS4251,LECTURE 1,68,55,1,1,1100,SCHOOL OF COMPUTING,Returning Students [P]
249,CS4254,LECTURE 1,68,41,1,1,3589,SCHOOL OF COMPUTING,Returning Students [P]
250,CS4264,LECTURE 1,68,29,1,1,500,SCHOOL OF COMPUTING,Returning Students [P]
251,CS4266,LECTURE 1,68,26,1,1,1001,SCHOOL OF COMPUTING,Returning Students [P]
252,CS4272,LECTURE 1,95,5,1,1,100,SCHOOL OF COMPUTING,Returning Students [P]
253,CS4344,LECTURE 1,28,9,1,1,500,SCHOOL OF COMPUTING,Returning Students [P]
254,CS5215,LECTURE 1,10,1,4000,1,4000,SCHOOL OF COMPUTING,Returning Students [P]
255,CS5220,LECTURE 1,10,5,1,1,2602,SCHOOL OF COMPUTING,Returning Students [P]
256,CS5223,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
257,CS5225,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
258,CS5229,LECTURE 1,10,2,100,1,100,SCHOOL OF COMPUTING,Returning Students [P]
259,CS5231,LECTURE 1,10,6,3,1,3501,SCHOOL OF COMPUTING,Returning Students [P]
260,CS5234,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
261,CS5237,LECTURE 1,10,2,1,1,100,SCHOOL OF COMPUTING,Returning Students [P]
262,CS5238,LECTURE 1,10,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
263,CS5240,LECTURE 1,10,2,2,1,5,SCHOOL OF COMPUTING,Returning Students [P]
264,CS5248,LECTURE 1,10,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
265,CS5249,LECTURE 1,10,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
266,CS5272,LECTURE 1,10,8,1,1,1000,SCHOOL OF COMPUTING,Returning Students [P]
267,CS5340,LECTURE 1,10,3,1,1,300,SCHOOL OF COMPUTING,Returning Students [P]
268,CZ1102,LECTURE SL1,10,25,1,1412,2800,SCIENCE,Returning Students [P]
269,CZ3253,LECTURE SL1,50,1,11,1,11,SCIENCE,Returning Students [P]
270,CZ4102,LECTURE SL1,50,1,11,1,11,SCIENCE,Returning Students [P]
271,DSC2003,LECTURE C1,10,4,1,1,200,SCHOOL OF COMPUTING,Returning Students [P]
272,DSC2003,LECTURE C1,261,274,1,7,1000,SCHOOL OF BUSINESS,Returning Students [P]
273,DSC2003,LECTURE C2,10,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
274,DSC2003,LECTURE C2,11,15,1,480,1561,SCHOOL OF BUSINESS,Returning Students [P]
275,DSC2006,LECTURE F1,10,11,22,50,2400,SCIENCE,Returning Students [P]
276,DSC2006,LECTURE F1,8,0,0,0,0,ENGINEERING,Returning Students [P]
277,DSC2006,LECTURE F1,115,136,15,334,1000,SCHOOL OF BUSINESS,Returning Students [P]
278,DSC2006,LECTURE F2,10,9,1,1,1000,SCIENCE,Returning Students [P]
279,DSC2006,LECTURE F2,7,0,0,0,0,ENGINEERING,Returning Students [P]
