,Module,Group,Quota,No. ofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
20,AS3231,SEMINAR-STYLE MODULE CLASS 1,1,1,100,1,100,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
21,BHT4001A,LECTURE ZA,484,1,1,1,1,SCHOOL OF BUSINESS,Returning Students [P]
22,BHT4001B,LECTURE ZB,495,2,1,1,1,SCHOOL OF BUSINESS,Returning Students [P]
23,BHT4001C,LECTURE ZC,497,1,1,1,1,SCHOOL OF BUSINESS,Returning Students [P]
24,BN4301,LECTURE 1,1,2,500,3500,3500,ENGINEERING,Returning Students [P]
25,BN4403,LECTURE 1,18,1,1,1,1,ENGINEERING,Returning Students [P]
26,BN4406,LECTURE 1,30,0,0,0,0,ENGINEERING,Returning Students [P]
27,BSP1004,SECTIONAL TEACHING D2,1,1,600,1,600,SCHOOL OF COMPUTING,New Students [P]
28,BSP1004,SECTIONAL TEACHING D3,2,3,1,1,150,SCHOOL OF COMPUTING,New Students [P]
29,BSP1004,SECTIONAL TEACHING D4,14,20,1,978,3200,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
30,BSP1004,SECTIONAL TEACHING D5,8,18,899,2000,3501,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
31,BSP1004,SECTIONAL TEACHING D5,1,1,10,1,10,SCHOOL OF COMPUTING,New Students [P]
32,BSP1005A,LECTURE E1,14,19,350,500,2241,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
33,BSP1005B,LECTURE E2,13,22,200,400,2282,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
34,BSP2001,LECTURE A1,13,20,219,799,1417,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
35,BSP2001,LECTURE A2,10,18,1,918,1505,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
36,BSP2005,LECTURE E,25,43,2,811,1750,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
37,BSP2005,LECTURE E,4,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
38,BSP3001A,SECTIONAL TEACHING A3,8,1,1000,1,1000,SCHOOL OF BUSINESS,Returning Students [P]
39,BU3180,LECTURE 1,22,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
40,BU3181,LECTURE 1,23,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
41,BU3380,LECTURE 1,31,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
42,BU3491,LECTURE 1,40,4,1,1,50,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P] and NUS Students [G]
43,BU4380,LECTURE 1,33,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
44,BU4391,LECTURE 1,20,5,10,1,2000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
45,BU4480,LECTURE 1,42,3,1,1,3373,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
46,BU4490,LECTURE 1,43,3,1,1,1000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
47,CE2134,LECTURE 1,49,10,1,1,50,ENGINEERING,Returning Students [P] and NUS Students [G]
48,CE2134,LECTURE 1,34,0,0,0,0,ENGINEERING,New Students [P]
49,CE2155,LECTURE 1,80,10,1,1,300,ENGINEERING,Returning Students [P] and NUS Students [G]
50,CE2155,LECTURE 1,32,0,0,0,0,ENGINEERING,New Students [P]
51,CE2184,LECTURE 1,86,10,1,1,56,ENGINEERING,Returning Students [P] and NUS Students [G]
52,CE2184,LECTURE 1,32,0,0,0,0,ENGINEERING,New Students [P]
53,CE2407,LECTURE 1,62,8,1,1,50,ENGINEERING,Returning Students [P] and NUS Students [G]
54,CE2407,LECTURE 1,34,0,0,0,0,ENGINEERING,New Students [P]
55,CE2408,LECTURE 1,115,17,1,1,700,ENGINEERING,Returning Students [P] and NUS Students [G]
56,CE2408,LECTURE 1,32,0,0,0,0,ENGINEERING,New Students [P]
57,CE3101,LECTURE 1,18,10,1,1,500,ENGINEERING,Returning Students [P] and NUS Students [G]
58,CE3115,LECTURE 1,115,11,1,1,10,ENGINEERING,Returning Students [P] and NUS Students [G]
59,CE3121,LECTURE 1,118,13,1,1,50,ENGINEERING,Returning Students [P] and NUS Students [G]
60,CE3165,LECTURE 1,103,6,1,1,200,ENGINEERING,Returning Students [P] and NUS Students [G]
61,CE4103,LECTURE 1,149,2,1,1,1,ENGINEERING,Returning Students [P]
62,CE4104,LECTURE 1,93,3,1,1,1,ENGINEERING,Returning Students [P]
63,CE4257,LECTURE 1,46,1,1,1,1,ENGINEERING,Returning Students [P] and NUS Students [G]
64,CE5101,LECTURE 1,16,0,0,0,0,ENGINEERING,Returning Students [P]
65,CE5104,LECTURE 1,10,2,1,1,1,ENGINEERING,Returning Students [P]
66,CE5105,LECTURE 1,15,0,0,0,0,ENGINEERING,Returning Students [P]
67,CE5203,LECTURE 1,12,3,100,1,1000,ENGINEERING,Returning Students [P]
68,CE5307,LECTURE 1,12,2,1,1,1,ENGINEERING,Returning Students [P]
69,CE5509,LECTURE 1,14,0,0,0,0,ENGINEERING,Returning Students [P]
70,CE5514,LECTURE 1,15,0,0,0,0,ENGINEERING,Returning Students [P]
71,CE5604,LECTURE 1,5,2,10,1,4444,ENGINEERING,Returning Students [P]
72,CE5703,LECTURE 1,5,2,1,1,1,ENGINEERING,Returning Students [P]
73,CE5712,LECTURE 1,25,1,1,1,1,ENGINEERING,Returning Students [P]
74,CH1101E,LECTURE 1,36,51,1,124,1237,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
75,CH1101E,LECTURE 1,76,11,1,1,489,ARTS & SOCIAL SCIENCES,New Students [P]
76,CH2121,LECTURE 1,47,27,1,1,1361,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
77,CH2121,LECTURE 1,23,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
78,CH2225,LECTURE 1,29,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
79,CH2225,LECTURE 1,14,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
80,CH2227,LECTURE 1,30,8,1,1,823,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
81,CH2227,LECTURE 1,9,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
82,CH2271,LECTURE 1,78,34,1,1,760,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
83,CH2271,LECTURE 1,36,1,1,1,1,ARTS & SOCIAL SCIENCES,New Students [P]
84,CH2292A,LECTURE 1,77,17,1,1,300,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
85,CH2292A,LECTURE 1,45,1,10,1,10,ARTS & SOCIAL SCIENCES,New Students [P]
86,CH3221,SECTIONAL TEACHING 1,52,2,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
87,CH3246,LECTURE 1,18,8,1,1,500,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
88,CH3246,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
89,CH3253,SECTIONAL TEACHING 1,29,5,5,1,500,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
90,CH3253,SECTIONAL TEACHING 1,5,1,1,1,1,ARTS & SOCIAL SCIENCES,New Students [P]
91,CH4225,SECTIONAL TEACHING 1,19,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
92,CH4242,SECTIONAL TEACHING 1,24,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
93,CH4245,SECTIONAL TEACHING 1,30,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
94,CH4246,SECTIONAL TEACHING 1,20,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
95,CH4281,SECTIONAL TEACHING 1,27,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
96,CH5210,SECTIONAL TEACHING 1,11,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
97,CH5211,SECTIONAL TEACHING 1,12,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
98,CH5212,SECTIONAL TEACHING 1,14,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
99,CH5222,SECTIONAL TEACHING 1,16,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
100,CL1101E,LECTURE 1,42,59,15,200,823,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
101,CL1101E,LECTURE 1,165,12,1,1,300,ARTS & SOCIAL SCIENCES,New Students [P]
102,CL2121,LECTURE 1,12,1,50,1,50,ARTS & SOCIAL SCIENCES,Returning Students [P]
103,CL2121,LECTURE 1,24,1,1,1,1,ARTS & SOCIAL SCIENCES,New Students [P]
104,CL2206,LECTURE 1,40,7,1,1,413,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
105,CL2206,LECTURE 1,10,1,10,1,10,ARTS & SOCIAL SCIENCES,New Students [P]
106,CL2207,LECTURE 1,19,31,1,526,2400,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
107,CL2207,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
108,CL2208,LECTURE 1,51,9,1,1,51,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
109,CL2208,LECTURE 1,10,1,1,1,1,ARTS & SOCIAL SCIENCES,New Students [P]
110,CL2280,LECTURE 1,10,16,10,823,1200,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
111,CL2280,LECTURE 1,54,5,1,1,50,ARTS & SOCIAL SCIENCES,New Students [P]
112,CL3202,LECTURE 1,32,4,1,1,150,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
113,CL3204,LECTURE 1,38,1,1000,1,1000,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
114,CL3205,LECTURE 1,50,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
115,CL3221,SECTIONAL TEACHING 1,7,5,3,1,150,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
116,CM1101,LECTURE SL1,33,0,0,0,0,SCIENCE,Returning Students [P]
117,CM1101,LECTURE SL1,18,5,1,1,400,SCIENCE,New Students [P]
118,CM1417,LECTURE SL1,80,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
119,CM1501,LECTURE L,46,6,1,1,2,SCIENCE,Returning Students [P]
120,CM2101,LECTURE SL1,14,1,1,1,1,SCIENCE,Returning Students [P]
121,CM2111,LECTURE SL1,79,1,2,1,2,SCIENCE,Returning Students [P]
122,CM2132,LECTURE SL1,74,4,1,1,200,SCIENCE,Returning Students [P]
123,CM2142,LECTURE SL1,36,1,1,1,1,SCIENCE,Returning Students [P]
124,CM2161,LECTURE SL1,28,0,0,0,0,SCIENCE,Returning Students [P]
125,CM2165,LECTURE SL1,9,0,0,0,0,SCIENCE,Returning Students [P]
126,CM2263,LECTURE SL1,9,0,0,0,0,SCIENCE,Returning Students [P]
127,CM3212,LECTURE SL1,67,4,1,1,500,SCIENCE,Returning Students [P]
128,CM3221,LECTURE SL1,7,4,1,1,1,SCIENCE,Returning Students [P]
129,CM3222,LECTURE SL1,73,0,0,0,0,SCIENCE,Returning Students [P]
130,CM3241,LECTURE SL1,101,3,1,1,500,SCIENCE,Returning Students [P]
131,CM3291,LECTURE SL1,1,3,1,606,606,SCIENCE,Returning Students [P]
132,CM3292,LECTURE SL1,9,2,1,1,10,SCIENCE,Returning Students [P]
133,CM4214,LECTURE SL1,26,1,1,1,1,SCIENCE,Returning Students [P]
134,CM4223,LECTURE SL1,32,2,1,1,174,SCIENCE,Returning Students [P]
135,CM4241,LECTURE SL1,15,6,1,1,3390,SCIENCE,Returning Students [P]
136,CM4261,LECTURE SL1,31,5,1,1,500,SCIENCE,Returning Students [P]
137,CM4266,LECTURE SL1,25,0,0,0,0,SCIENCE,Returning Students [P]
138,CN1111E,LECTURE 1,60,0,0,0,0,ENGINEERING,Returning Students [P]
139,CN1111E,LECTURE 1,18,6,1,1,10,ENGINEERING,New Students [P]
140,CN2121,LECTURE L,69,4,1,1,1,ENGINEERING,Returning Students [P] and NUS Students [G]
141,CN2122,LECTURE L,21,8,1,1,2,ENGINEERING,Returning Students [P] and NUS Students [G]
142,CN3108,SECTIONAL TEACHING 1,14,0,0,0,0,ENGINEERING,Returning Students [P]
143,CN3108,SECTIONAL TEACHING 2,17,1,1,1,1,ENGINEERING,Returning Students [P]
144,CN3108,SECTIONAL TEACHING 4,1,1,500,1,500,ENGINEERING,Returning Students [P]
145,CN3108,SECTIONAL TEACHING 7,3,3,1,1,150,ENGINEERING,Returning Students [P]
146,CN3108,SECTIONAL TEACHING 8,12,4,1,1,1000,ENGINEERING,Returning Students [P]
147,CN3122,LECTURE L,42,1,1,1,1,ENGINEERING,Returning Students [P]
148,CN3125,LECTURE L,45,2,1,1,1,ENGINEERING,Returning Students [P]
149,CN3421,LECTURE L,30,1,1,1,1,ENGINEERING,Returning Students [P]
150,CN4118,LECTURE 1,83,2,1,1,1,ENGINEERING,Returning Students [P]
151,CN4208,LECTURE L,32,1,1,1,1,ENGINEERING,Returning Students [P]
152,CN4208E,LECTURE 1,40,3,1,1,10,ENGINEERING,Returning Students [P]
153,CN4210,LECTURE L,45,1,1,1,1,ENGINEERING,Returning Students [P]
154,CN4211,LECTURE L,70,3,1,1,100,ENGINEERING,Returning Students [P]
155,CN4215,LECTURE L,68,1,1,1,1,ENGINEERING,Returning Students [P]
156,CN4216,LECTURE L,52,0,0,0,0,ENGINEERING,Returning Students [P]
157,CN4217,LECTURE L,49,2,1,1,1,ENGINEERING,Returning Students [P]
158,CN4227,LECTURE L,18,1,1,1,1,ENGINEERING,Returning Students [P]
159,CN4245,LECTURE L,15,4,1,1,200,ENGINEERING,Returning Students [P]
160,CN4247,LECTURE L,3,1,3000,1,3000,ENGINEERING,Returning Students [P]
161,CN5111,LECTURE L,51,2,1,1,1,ENGINEERING,Returning Students [P]
162,CS1101C,LECTURE 1,7,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
163,CS1101C,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
164,CS1101C,LECTURE 2,7,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
165,CS1101C,LECTURE 2,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
166,CS1101S,LECTURE 1,24,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
167,CS1101S,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
168,CS1101S,LECTURE 1,58,9,1,1,110,SCHOOL OF COMPUTING,New Students [P]
169,CS1101X,LECTURE 1,5,3,10,1,1806,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
170,CS1101X,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
171,CS1101X,LECTURE 1,17,3,1,1,398,SCIENCE,New Students [P]
172,CS1101X,LECTURE 2,7,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
173,CS1101X,LECTURE 2,25,3,20,1,300,SCHOOL OF COMPUTING,New Students [P]
174,CS1101X,LECTURE 3,7,4,1,1,372,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
175,CS1101X,LECTURE 3,7,10,197,261,598,SCIENCE,New Students [P]
176,CS1101Y,LECTURE 1,5,4,100,1,501,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
177,CS1101Y,LECTURE 1,5,8,20,252,598,SCIENCE,New Students [P]
178,CS1101Y,LECTURE 2,9,1,10,0,10,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
179,CS1101Y,LECTURE 2,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
180,CS1101Y,LECTURE 2,8,9,100,249,645,SCHOOL OF COMPUTING,New Students [P]
181,CS1101Y,LECTURE 3,3,3,20,1,183,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
182,CS1101Z,LECTURE 1,6,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
183,CS1101Z,LECTURE 2,4,3,10,1,306,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
184,CS1101Z,LECTURE 2,5,6,2,11,647,SCHOOL OF COMPUTING,New Students [P]
185,CS1101Z,LECTURE 3,8,4,1,1,888,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
186,CS1101Z,LECTURE 3,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
187,CS1102,LECTURE 1,26,10,1,1,900,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
188,CS1102,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
189,CS1102,LECTURE 1,13,4,2,1,10,SCHOOL OF COMPUTING,New Students [P]
190,CS1102C,LECTURE 1,7,1,1000,1,1000,SCHOOL OF COMPUTING,Returning Students [P]
191,CS1102C,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
192,CS1105,LECTURE 1,21,4,1,1,1000,SCHOOL OF COMPUTING,Returning Students [P]
193,CS1231X,LECTURE 1,61,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
194,CS1231Y,LECTURE 1,32,2,1,0,1663,SCHOOL OF COMPUTING,Returning Students [P]
195,CS1231Y,LECTURE 1,25,20,1,1,548,SCHOOL OF COMPUTING,New Students [P]
196,CS1280,LECTURE 1,116,9,1,1,100,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
197,CS1280,LECTURE 1,28,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
198,CS1281,LECTURE 1,189,31,1,1,1426,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
199,CS1281,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
200,CS2100,LECTURE 1,77,4,1,1,1000,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
201,CS2100,LECTURE 1,4,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
202,CS2102,LECTURE 1,15,10,11,1,700,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
203,CS2102,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
204,CS2102,LECTURE 1,25,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
205,CS2102,LECTURE 2,24,5,1,1,101,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
206,CS2102,LECTURE 2,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
207,CS2102,LECTURE 2,14,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
208,CS2102S,LECTURE 1,34,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
209,CS2102S,LECTURE 1,24,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
210,CS2102S,LECTURE 2,61,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
211,CS2102S,LECTURE 2,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
212,CS2102S,LECTURE 2,18,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
213,CS2103,LECTURE 1,64,9,1,1,3518,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
214,CS2103,LECTURE 1,21,2,1,1,100,SCHOOL OF COMPUTING,New Students [P]
215,CS2103,LECTURE 2,98,3,1,1,100,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
216,CS2103,LECTURE 2,42,2,1,1,1,SCHOOL OF COMPUTING,New Students [P]
217,CS2104,LECTURE 1,66,4,1,1,20,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
218,CS2104,LECTURE 1,30,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
219,CS2105,LECTURE 1,80,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
220,CS2105,LECTURE 2,36,6,1,1,11,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
221,CS2105,LECTURE 2,21,3,1,1,1,SCHOOL OF COMPUTING,New Students [P]
222,CS2106,LECTURE 1,70,8,1,1,100,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
223,CS2106,LECTURE 1,31,3,1,1,5,SCHOOL OF COMPUTING,New Students [P]
224,CS2250,LECTURE 1,136,6,1,1,500,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
225,CS2250,LECTURE 1,10,11,1,1,398,SCHOOL OF COMPUTING,New Students [P]
226,CS2261,LECTURE 1,115,9,1,1,500,SCHOOL OF COMPUTING,Returning Students [P]
227,CS2261,LECTURE 1,40,2,1,1,1,SCHOOL OF COMPUTING,New Students [P]
228,CS2271,LECTURE 1,65,2,1,1,300,SCHOOL OF COMPUTING,Returning Students [P]
229,CS2271,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
230,CS2301,LECTURE 1,7,6,1,1,777,NON-FACULTY-BASED DEPARTMENTS,Returning Students [P]
231,CS2301,LECTURE 1,7,7,5,1,125,SCHOOL OF COMPUTING,New Students [P]
232,CS3103,LECTURE 1,22,1,1000,1,1000,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
233,CS3103,LECTURE 1,29,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
234,CS3212,LECTURE 1,49,3,1,1,400,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
235,CS3212,LECTURE 1,42,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
236,CS3214,LECTURE 1,51,2,1,1,2,SCHOOL OF COMPUTING,Returning Students [P]
237,CS3214,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
238,CS3215,LECTURE 1,66,2,1,1,10,SCHOOL OF COMPUTING,Returning Students [P]
239,CS3215,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
240,CS3220,LECTURE 1,87,2,1,1,300,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
241,CS3220,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
242,CS3230,LECTURE 1,79,2,1,1,1,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
243,CS3230,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
244,CS3234,LECTURE 1,75,4,1,1,100,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
245,CS3234,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
246,CS3235,LECTURE 1,52,6,1,1,300,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
247,CS3235,LECTURE 1,49,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
248,CS3240,LECTURE 1,21,15,1,1,2500,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
249,CS3240,LECTURE 1,17,1,1,1,1,SCHOOL OF COMPUTING,New Students [P]
250,CS3241,LECTURE 1,49,6,1,1,1771,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
251,CS3241,LECTURE 1,19,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
252,CS3243,LECTURE 1,127,3,1,1,500,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
253,CS3243,LECTURE 1,65,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
254,CS3250,LECTURE 1,118,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
255,CS3250,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
256,CS3251,LECTURE 1,12,3,1,1,1,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
257,CS3251,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
258,CS3253,LECTURE 1,80,2,1,1,1,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
259,CS3253,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
260,CS3255,LECTURE 1,43,2,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
261,CS3255,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
262,CS3265,LECTURE 1,68,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
263,CS3265,LECTURE 1,20,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
264,CS3266,LECTURE 1,10,14,105,1000,2010,SCHOOL OF COMPUTING,Returning Students [P]
265,CS3266,LECTURE 1,30,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
266,CS3342,LECTURE 1,26,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
267,CS3342,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
