,Module,Group,Quota,No. ofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
67,CH2227,LECTURE 1,23,1,2,1,2,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
68,CH2227,LECTURE 1,9,1,96,1,96,ARTS & SOCIAL SCIENCES,New Students [P]
69,CH2271,LECTURE 1,45,9,1,1,250,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
70,CH2271,LECTURE 1,35,4,1,1,1,ARTS & SOCIAL SCIENCES,New Students [P]
71,CH2292A,LECTURE 1,60,19,1,1,1000,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
72,CH2292A,LECTURE 1,44,2,10,1,200,ARTS & SOCIAL SCIENCES,New Students [P]
73,CH3221,SECTIONAL TEACHING 1,50,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
74,CH3246,LECTURE 1,11,2,1,1,3,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
75,CH3246,LECTURE 1,4,1,1,1,1,ARTS & SOCIAL SCIENCES,New Students [P]
76,CH3253,SECTIONAL TEACHING 1,24,2,1,1,201,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
77,CH3253,SECTIONAL TEACHING 1,4,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
78,CH4225,SECTIONAL TEACHING 1,19,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
79,CH4242,SECTIONAL TEACHING 1,25,1,25,1,25,ARTS & SOCIAL SCIENCES,Returning Students [P]
80,CH4245,SECTIONAL TEACHING 1,30,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
81,CH4246,SECTIONAL TEACHING 1,20,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
82,CH4281,SECTIONAL TEACHING 1,26,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
83,CH5210,SECTIONAL TEACHING 1,11,1,10,1,10,ARTS & SOCIAL SCIENCES,Returning Students [P]
84,CH5211,SECTIONAL TEACHING 1,13,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
85,CH5212,SECTIONAL TEACHING 1,14,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
86,CH5222,SECTIONAL TEACHING 1,16,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
87,CL1101E,LECTURE 1,1,6,201,700,700,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
88,CL1101E,LECTURE 1,156,4,1,1,543,ARTS & SOCIAL SCIENCES,New Students [P]
89,CL2121,LECTURE 1,12,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
90,CL2121,LECTURE 1,23,1,1,1,1,ARTS & SOCIAL SCIENCES,New Students [P]
91,CL2206,LECTURE 1,33,7,1,1,200,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
92,CL2206,LECTURE 1,9,1,1,1,1,ARTS & SOCIAL SCIENCES,New Students [P]
93,CL2207,LECTURE 1,1,4,99,2000,2000,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
94,CL2207,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
95,CL2208,LECTURE 1,42,5,5,1,200,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
96,CL2208,LECTURE 1,9,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
97,CL2280,LECTURE 1,3,10,49,705,821,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
98,CL2280,LECTURE 1,49,5,1,1,200,ARTS & SOCIAL SCIENCES,New Students [P]
99,CL3202,LECTURE 1,29,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
100,CL3204,LECTURE 1,38,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
101,CL3205,LECTURE 1,53,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
102,CL3221,SECTIONAL TEACHING 1,4,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
103,CM1101,LECTURE SL1,33,1,1,1,1,SCIENCE,Returning Students [P]
104,CM1101,LECTURE SL1,13,0,0,0,0,SCIENCE,New Students [P]
105,CM1417,LECTURE SL1,1,1,1000,1,1000,SCIENCE,Returning Students [P]
106,CM1417,LECTURE SL1,80,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
107,CM1501,LECTURE L,40,1,301,1,301,SCIENCE,Returning Students [P]
108,CM2101,LECTURE SL1,13,0,0,0,0,SCIENCE,Returning Students [P]
109,CM2111,LECTURE SL1,79,2,15,1,50,SCIENCE,Returning Students [P]
110,CM2121,LECTURE SL1,8,4,1,1,1000,SCIENCE,Returning Students [P]
111,CM2132,LECTURE SL1,71,0,0,0,0,SCIENCE,Returning Students [P]
112,CM2142,LECTURE SL1,37,0,0,0,0,SCIENCE,Returning Students [P]
113,CM2161,LECTURE SL1,28,0,0,0,0,SCIENCE,Returning Students [P]
114,CM2165,LECTURE SL1,9,0,0,0,0,SCIENCE,Returning Students [P]
115,CM2263,LECTURE SL1,9,0,0,0,0,SCIENCE,Returning Students [P]
116,CM3212,LECTURE SL1,66,2,1,1,50,SCIENCE,Returning Students [P]
117,CM3221,LECTURE SL1,4,1,1,1,1,SCIENCE,Returning Students [P]
118,CM3222,LECTURE SL1,76,0,0,0,0,SCIENCE,Returning Students [P]
119,CM3241,LECTURE SL1,102,0,0,0,0,SCIENCE,Returning Students [P]
120,CM3291,LECTURE SL1,1,2,20,3033,3033,SCIENCE,Returning Students [P]
121,CM3292,LECTURE SL1,9,1,1,1,1,SCIENCE,Returning Students [P]
122,CM4214,LECTURE SL1,26,0,0,0,0,SCIENCE,Returning Students [P]
123,CM4223,LECTURE SL1,31,1,50,1,50,SCIENCE,Returning Students [P]
124,CM4236,LECTURE SL1,4,5,1,1,1000,SCIENCE,Returning Students [P]
125,CM4241,LECTURE SL1,9,0,0,0,0,SCIENCE,Returning Students [P]
126,CM4261,LECTURE SL1,26,1,1,1,1,SCIENCE,Returning Students [P]
127,CM4266,LECTURE SL1,25,0,0,0,0,SCIENCE,Returning Students [P]
128,CN1111E,LECTURE 1,60,0,0,0,0,ENGINEERING,Returning Students [P]
129,CN1111E,LECTURE 1,12,0,0,0,0,ENGINEERING,New Students [P]
130,CN2121,LECTURE L,65,0,0,0,0,ENGINEERING,Returning Students [P] and NUS Students [G]
131,CN2122,LECTURE L,13,3,2,1,100,ENGINEERING,Returning Students [P] and NUS Students [G]
132,CN3108,SECTIONAL TEACHING 1,15,0,0,0,0,ENGINEERING,Returning Students [P]
133,CN3108,SECTIONAL TEACHING 2,17,0,0,0,0,ENGINEERING,Returning Students [P]
134,CN3108,SECTIONAL TEACHING 6,1,0,0,0,0,ENGINEERING,Returning Students [P]
135,CN3108,SECTIONAL TEACHING 7,1,0,0,0,0,ENGINEERING,Returning Students [P]
136,CN3108,SECTIONAL TEACHING 8,8,1,500,1,500,ENGINEERING,Returning Students [P]
137,CN3122,LECTURE L,41,0,0,0,0,ENGINEERING,Returning Students [P]
138,CN3125,LECTURE L,43,0,0,0,0,ENGINEERING,Returning Students [P]
139,CN3421,LECTURE L,33,0,0,0,0,ENGINEERING,Returning Students [P]
140,CN4118,LECTURE 1,82,1,1,1,1,ENGINEERING,Returning Students [P]
141,CN4208,LECTURE L,32,0,0,0,0,ENGINEERING,Returning Students [P]
142,CN4208E,LECTURE 1,37,9,1,1,5,ENGINEERING,Returning Students [P]
143,CN4210,LECTURE L,46,0,0,0,0,ENGINEERING,Returning Students [P]
144,CN4211,LECTURE L,67,3,1,1,500,ENGINEERING,Returning Students [P]
145,CN4215,LECTURE L,67,6,1,1,500,ENGINEERING,Returning Students [P]
146,CN4216,LECTURE L,54,1,1,1,1,ENGINEERING,Returning Students [P]
147,CN4217,LECTURE L,48,1,1,1,1,ENGINEERING,Returning Students [P]
148,CN4227,LECTURE L,19,1,5,1,5,ENGINEERING,Returning Students [P]
149,CN4245,LECTURE L,11,0,0,0,0,ENGINEERING,Returning Students [P]
150,CN4247,LECTURE L,5,2,388,1,800,ENGINEERING,Returning Students [P]
151,CN5111,LECTURE L,50,0,0,0,0,ENGINEERING,Returning Students [P]
152,CS1101C,LECTURE 1,7,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
153,CS1101C,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
154,CS1101C,LECTURE 2,6,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
155,CS1101C,LECTURE 2,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
156,CS1101S,LECTURE 1,24,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
157,CS1101S,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
158,CS1101S,LECTURE 1,50,1,1,1,1,SCHOOL OF COMPUTING,New Students [P]
159,CS1101X,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
160,CS1101X,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
161,CS1101X,LECTURE 1,14,1,301,1,301,SCIENCE,New Students [P]
162,CS1101X,LECTURE 2,6,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
163,CS1101X,LECTURE 2,25,1,100,1,100,SCHOOL OF COMPUTING,New Students [P]
164,CS1101X,LECTURE 3,3,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
165,CS1101X,LECTURE 3,1,2,361,401,401,SCIENCE,New Students [P]
166,CS1101Y,LECTURE 1,1,1,5,1,5,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
167,CS1101Y,LECTURE 1,1,3,50,340,340,SCIENCE,New Students [P]
168,CS1101Y,LECTURE 2,8,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
169,CS1101Y,LECTURE 2,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
170,CS1101Z,LECTURE 1,6,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
171,CS1101Z,LECTURE 1,2,7,101,647,648,SCHOOL OF COMPUTING,New Students [P]
172,CS1101Z,LECTURE 2,1,2,1,101,101,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
173,CS1101Z,LECTURE 2,1,6,10,648,648,SCHOOL OF COMPUTING,New Students [P]
174,CS1101Z,LECTURE 3,4,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
175,CS1101Z,LECTURE 3,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
176,CS1101Z,LECTURE 3,1,4,36,361,361,SCIENCE,New Students [P]
177,CS1102,LECTURE 1,16,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
178,CS1102,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
179,CS1102,LECTURE 1,9,1,1,1,1,SCHOOL OF COMPUTING,New Students [P]
180,CS1102C,LECTURE 1,6,3,200,1,1024,SCHOOL OF COMPUTING,Returning Students [P]
181,CS1102C,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
182,CS1105,LECTURE 1,18,2,100,1,101,SCHOOL OF COMPUTING,Returning Students [P]
183,CS1105,LECTURE 1,1,5,1,637,637,SCHOOL OF COMPUTING,New Students [P]
184,CS1231X,LECTURE 1,60,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
185,CS1231Y,LECTURE 1,31,5,5,1,1000,SCHOOL OF COMPUTING,Returning Students [P]
186,CS1231Y,LECTURE 1,6,3,1,1,20,SCHOOL OF COMPUTING,New Students [P]
187,CS1280,LECTURE 1,110,4,1,1,10,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
188,CS1280,LECTURE 1,28,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
189,CS1281,LECTURE 1,159,6,1,1,300,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
190,CS1281,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
191,CS2100,LECTURE 1,73,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
192,CS2100,LECTURE 1,4,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
193,CS2102,LECTURE 1,6,1,100,1,100,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
194,CS2102,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
195,CS2102,LECTURE 1,25,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
196,CS2102,LECTURE 2,23,1,100,1,100,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
197,CS2102,LECTURE 2,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
198,CS2102,LECTURE 2,14,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
199,CS2102S,LECTURE 1,35,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
200,CS2102S,LECTURE 1,24,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
201,CS2102S,LECTURE 2,62,2,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
202,CS2102S,LECTURE 2,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
203,CS2102S,LECTURE 2,18,1,100,1,100,SCHOOL OF COMPUTING,New Students [P]
204,CS2103,LECTURE 1,59,4,1,1,10,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
205,CS2103,LECTURE 1,23,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
206,CS2103,LECTURE 2,97,3,100,1,258,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
207,CS2103,LECTURE 2,42,1,50,1,50,SCHOOL OF COMPUTING,New Students [P]
208,CS2104,LECTURE 1,62,2,1,1,3668,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
209,CS2104,LECTURE 1,30,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
210,CS2105,LECTURE 1,83,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
211,CS2105,LECTURE 1,2,6,1,200,644,SCHOOL OF COMPUTING,New Students [P]
212,CS2105,LECTURE 2,34,5,1,1,1000,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
213,CS2105,LECTURE 2,19,2,1,1,1,SCHOOL OF COMPUTING,New Students [P]
214,CS2106,LECTURE 1,65,5,1,1,275,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
215,CS2106,LECTURE 1,29,2,1,1,200,SCHOOL OF COMPUTING,New Students [P]
216,CS2250,LECTURE 1,133,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
217,CS2261,LECTURE 1,111,4,1,1,100,SCHOOL OF COMPUTING,Returning Students [P]
218,CS2261,LECTURE 1,39,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
219,CS2271,LECTURE 1,64,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
220,CS2271,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
221,CS2301,LECTURE 1,4,4,1,1,500,NON-FACULTY-BASED DEPARTMENTS,Returning Students [P]
222,CS3103,LECTURE 1,26,2,1,1,100,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
223,CS3103,LECTURE 1,29,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
224,CS3212,LECTURE 1,55,1,1000,1,1000,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
225,CS3212,LECTURE 1,42,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
226,CS3214,LECTURE 1,49,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
227,CS3214,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
228,CS3215,LECTURE 1,66,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
229,CS3215,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
230,CS3220,LECTURE 1,89,1,50,1,50,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
231,CS3220,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
232,CS3230,LECTURE 1,81,3,1,1,1000,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
233,CS3230,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
234,CS3234,LECTURE 1,73,1,11,1,11,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
235,CS3234,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
236,CS3235,LECTURE 1,51,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
237,CS3235,LECTURE 1,49,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
238,CS3240,LECTURE 1,8,4,1,1,150,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
239,CS3240,LECTURE 1,16,1,1,1,1,SCHOOL OF COMPUTING,New Students [P]
240,CS3241,LECTURE 1,45,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
241,CS3241,LECTURE 1,19,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
242,CS3243,LECTURE 1,128,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
243,CS3243,LECTURE 1,65,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
244,CS3250,LECTURE 1,121,2,1,1,11,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
245,CS3250,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
246,CS3251,LECTURE 1,11,3,1,1,1,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
247,CS3251,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
248,CS3253,LECTURE 1,83,3,1,1,1212,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
249,CS3253,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
250,CS3255,LECTURE 1,44,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
251,CS3255,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
252,CS3265,LECTURE 1,69,3,2,1,2,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
253,CS3265,LECTURE 1,20,1,1,1,1,SCHOOL OF COMPUTING,New Students [P]
254,CS3266,LECTURE 1,1,4,669,4000,4000,SCHOOL OF COMPUTING,Returning Students [P]
255,CS3266,LECTURE 1,30,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
256,CS3342,LECTURE 1,26,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
257,CS3342,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
258,CS4211,LECTURE 1,9,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
259,CS4211,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
260,CS4212,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
261,CS4212,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
262,CS4213,LECTURE 1,14,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
263,CS4213,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
264,CS4221,LECTURE 1,46,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
265,CS4221,LECTURE 1,25,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
266,CS4222,LECTURE 1,16,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
267,CS4222,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
268,CS4237,LECTURE 1,53,1,50,1,50,SCHOOL OF COMPUTING,Returning Students [P]
269,CS4237,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
270,CS4243,LECTURE 1,45,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
271,CS4243,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
